Magazine,Issue,Date,Type,Source,Quote,Purpose,Article Name
Dabiq,2,Jul-14,Hadith,"Ahmad, Ibn Hibban, al-Hakim","Allah said, ""So let him expect of Me what he wishes""",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Hadith,Sahih Muslim,"Allah said, ""I am according to My slave's expectations of Me, and I am with him when he supplicates Me""",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Hadith,Sahih Muslim,"Allah's Messenger (SAW) said, ""None of you should die excpet while having good expectations about Allah""",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Jihadist,Ab? Abdill?h ash-Shami,"Ash-Sh?m? said, I perform mub?halah and say that you examine the people on their creed. The proof for this is your setting of conditions to accept Shaykh al-Muhaysin?’s initiative. This in general is a form of examining people’s creeds, not any people, rather that of the best people. I mean the muj?hid?n including the different muj?hid groups like the Islamic Front, Jayshul-Muj?hid?n, and others [The Mub?halah]. Ash-Sh?m? also said, Describing the fighting taking place as a battle between the Dawlah group on one side and those who stand with Jarb? and Idr?s [two SNC leaders] on the other, is far from the truth. Those who carried the greatest burden of fighting the Dawlah group in the north are the Islamic Front and Jayshul-Muj?hid?n. […] As for the Islamic Front and Jayshul-Muj?hid?n – two major sides in the battle against the Dawlah group – then it hasn’t been conformed to us that they’ve fallen into apostasy. We know their condition better than the Dawah group does, this is because of our closeness to them [Wa Law Annahum Fa’al? M? Y?’adh?na Bihi Lak?na Khayran Lahum].",Refute,A Discussion on Mubahalah
Dabiq,2,Jul-14,Hadith,Bukhari & Muslim,"Allah ta’?l? said – as in the quds? had?th, Whoever bares enmity towards a wal? of Mine, then I have declared war against him",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Tafsir,At-Tibyan fi Aqsam al-Quran,"Ibnul-Qayyim (rahimahull?h) said, I will mention a debate that occurred between me and some jews. I said to one of them – after he had denied the prophethood of the Prophet, Your denial of his prophethood entails slandering the Lord of the universe, belittling Him, and attributing to Him the worst of all blemishes. Before the discussion with you was about the Messenger and now it is about the Lord ta’?l? being free of all imperfections.’ He said, How can you say such?’ So I said to him, Clarifying such is my responsibility, so listen now. You claim that he was not a messenger rather he was a conqueror king who conquered the people by his sword until they yielded to him. And he spent 23 years lying against Allah and saying, I was revealed to,’ and he was not revealed to. He commanded me,’ and He did not command him. He forbade me [from doUnderstanding The Hikmah in Allah’s Actions ing something],’ and He did not forbid him. Allah said such and such,’ and He did not say such. He made such and such hal?l, such and such har?m, such and such w?jib, and such and such makr?h,’ and He did not make any of such hal?l nor har?m nor w?jib, rather he did these things on his own by lying and fabricating things against Allah, His prophets, and His angels. Thereafter he spent 23 years apathetically killing His slaves, spilling their blood, taking their wealth, enslaving their women and children, while they had no sin save rejection of and opposition to him, and throughout all this he says, Allah ordered me with this,’ and Allah did not order him. And in addition to this, he endeavors to change the religions of the messengers, abrogate their laws, and undue their traditions. This is his condition in your view. So either the Lord ta’?l? knows about this, hears of it and his condition, sees and witnesses him, or not. So if you claim that all this is away from Allah, and He did not know of it, then you have slandered the Lord ta’?l? and attributed extreme ignorance to Him, since He did not hear of this great event, nor know of it, nor see it. And if you claim that rather this occurred with His knowledge, awareness, and under His vision, you will be asked if He was able to change such, hold him back, and prevent him, or not. If you say that He was incapable of such, you have attributed weakness to Him and negated His rub?biyyah, thereby this human along with his followers were more capable of achieving their desires. And if you say that rather He was capable but He consolidated him, supported him, gave him mastery over the creation, and did not support His awliy?’ and the followers of His messengers, then you have attributed to Him the worst of foolishness, oppression, and lack of wisdom. That would be the case if He merely allowed him to do what he did. So what if He Himself was his support, the answerer of his supplications, the destroyer of those opposing and contradicting him, the confirmer of his claim with many forms of sanction, and the revealer of signs upon his hands – signs that if the people of the earth were all to gather and work together, they would not be able to produce just one of such signs and would fail in doing so. And at every moment He creates for him causes of victory, consolidation, ascension, and abundance of followers, in a manner that is abnormal? Therefore it becomes clear that the one who denies him to be a messenger and prophet has indeed cursed Allah, slandered Him, and attributed ignorance, weakness, and foolishness to Him!’ I then said to him, This is not contradicted by the oppressive kings that Allah granted with consolidation upon the earth for a period of time and then He destroyed their existence, annihilated their traditions, and erased their traces and tyranny, for they had not practiced any of this, nor were they aided and supported. Nor did signs appear at their hands. Nor did the Lord ta’?l? confirm them with His consent, actions, or speech. Rather their condition was like Pharaoh, Nimrod, and their likes – opposite of that of the Messenger. This is also not contradicted by the claimants of prophethood from amongst the liars. Rather their condition is opposite of that of the Messenger from every angle. Instead, their condition was from the clearest of proofs confirming the truthfulness of the Messenger. It was from the wisdom of Allah (subh?nah) that the likes of these came out to existence so that the condition of the liars became apparent and distinct from that of the truthful. Therefore, their appearance was from the clearest of proofs for the truthfulness of the messengers and showed the difference between these liars and the messengers, because things become clear when their opposites appear. And the good of something is shown by its opposite. Thus, awareness of the doubts used to argue falsehood directs one to the truth and its proofs.’ He then said, I seek refuge with Allah. We do not say he is an oppressive king. Rather he is a noble prophet. Whoever follows him is from the blissful…",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Qur'an,al-Qamar 1-6,"(Al-Qamar: 1-6) ""The Hour has come near, and the moon has split [in two]. And if they see a miracle, they turn away and say, Passing magic. And they denied and followed their inclinations. But for every matter is a [time of] settlement. And there has already come to them of information that in which there is deterrence extensive wisdom – but warning does not avail [them]. So leave them""",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Hadith,"Ahman, at-Tirmidhi","Allah’s Messenger (sallall?hu alayhi wa sallam) said, Two wolves being released amongst sheep is not more destructive than a man’s desire for wealth and honor [destroying] his religion",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Hadith,Igh?thatul-Lahf?n - Ibnul-Qayyim,"Ab? Amr Ibn as-Sal?h (rahimahull?h) said, Whoever pursues the differences of opinions of the scholars and follows the rukhas (the allowances or odd opinions) in their statements, will fall or almost fall into zandaqah (heresy)",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,Unknown,Unknown,"Whoever wants to know how a muj?hid group f? sab?lillah becomes a militant group fighting f? sab?lit-t?gh?t, then let him review history, and let him know that a man’s love for leadership, wealth, and personal opinion becomes pride. Pride becomes envy. Envy becomes arrogance. Arrogance becomes hatred. Hatred becomes enmity. Enmity becomes contradiction of the rival. The contradiction begins with hiding tawh?d, displaying deviant ambiguity, avoiding the muwahhid?n, and compromising with the mushrik?n. Thereafter it becomes open kufr and war, following desires and holding on to doubts, unless Allah saves the slave with His mercy [Quoted from a Abwah L?siqah article].",Support,A Discussion on Mubahalah
Dabiq,2,Jul-14,"Media, Politician, or Analyst",John McCain,"I come to the floor this morning with great sorrow and great concern and even deep alarm about the events that are transpiring rapidly in Iraq. ISIS the most extreme, Islamist organization – radical terrorist organization – now controls at least 1/3 of Iraqi territory and is rapidly gaining more. The areas of Fallujah, Mosul, Tikrit, they are on the outsides of Samarra… with these victories ISIS controls a swath of territory that stretches from the Syrian-Turkish frontier in the north, down the Euphrates river, all the way down to the Iraqi city of Fallujah just forty miles west of Baghdad. And of course, hourly they are experiencing greater gains while the Iraqi military and police seem to be dissolving before our very eyes. ISIS social media published pictures of their fighters demolishing the sand berm, which hitherto marked the border between Syria and Iraq – an interesting symbolic gesture. They also released… ISIS released footage of large numbers of weapons and armored military vehicles being received by members in Eastern Syria, confirming fears that the looted weapons would fuel the insurgency on both sides – both Syria and Iraq. Sources in the Syrian city of Hasakah confirmed that large numbers of trucks – conveys of trucks – arrived late on Tuesday and were met by senior ISIS figure Omar al-Checheni.",Refute,In the Words of the Enemy
